Gene	NC_1	NC_2	NC_3	siFSCN1_1	siFSCN1_2	siFSCN1_3	Symbol	Chr	GeneType	Description
ENSG00000230522.5	0	0	2	0	0	0	MBD3L2	chr19	protein_coding	methyl-CpG binding domain protein 3 like 2
ENSG00000273181.1	2	1	0	7	2	3	RP11-778D9.13	chr3	lncRNA	--
ENSG00000138363.15	7478	6777	8503	5765	5345	5647	ATIC	chr2	protein_coding	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
ENSG00000144445.17	58	62	86	98	109	104	KANSL1L	chr2	protein_coding	KAT8 regulatory NSL complex subunit 1 like
ENSG00000253298.2	3	0	0	1	1	4	LINC01845	chr5	lncRNA	long intergenic non-protein coding RNA 1845
ENSG00000129951.19	51	87	91	108	77	101	PLPPR3	chr19	protein_coding	phospholipid phosphatase related 3
ENSG00000134697.13	1285	1321	1721	1242	1178	1326	GNL2	chr1	protein_coding	G protein nucleolar 2
ENSG00000166851.15	6131	5512	7067	4330	4161	4065	PLK1	chr16	protein_coding	polo like kinase 1
ENSG00000124164.16	2245	1938	2568	1972	1910	1970	VAPB	chr20	protein_coding	VAMP associated protein B and C
ENSG00000196437.12	68	59	68	138	150	157	ZNF569	chr19	protein_coding	zinc finger protein 569
ENSG00000270002.1	15	3	0	1	3	2	RP11-93H12.4	chr10	lncRNA	--
ENSG00000090989.18	411	331	471	606	623	661	EXOC1	chr4	protein_coding	exocyst complex component 1
ENSG00000136267.14	0	0	0	2	0	2	DGKB	chr7	protein_coding	diacylglycerol kinase beta
ENSG00000272888.7	1301	1120	1500	1702	1538	1670	CHASERR	chr15	lncRNA	CHD2 adjacent suppressive regulatory RNA
ENSG00000225234.1	2	6	3	1	0	7	TRAPPC12-AS1	chr2	lncRNA	TRAPPC12 antisense RNA 1
ENSG00000196642.19	2112	1730	2411	3594	3214	3365	RABL6	chr9	protein_coding	RAB, member RAS oncogene family like 6
ENSG00000240083.2	0	0	0	0	2	0	RPS3AP22	chr5	processed_pseudogene	RPS3A pseudogene 22
ENSG00000189431.8	62	71	74	119	123	144	RASSF10	chr11	protein_coding	Ras association domain family member 10
ENSG00000162736.17	1242	1040	1340	1776	1723	1771	NCSTN	chr1	protein_coding	nicastrin
ENSG00000284377.1	1	0	3	1	0	1	RP11-226B15.1	chrX	lncRNA	--
ENSG00000164919.11	5390	4860	6792	7011	6597	6329	COX6C	chr8	protein_coding	cytochrome c oxidase subunit 6C
ENSG00000066739.12	373	337	423	581	589	669	ATG2B	chr14	protein_coding	autophagy related 2B
ENSG00000230584.1	0	0	0	0	0	1	CCT5P2	chr13	processed_pseudogene	chaperonin containing TCP1 subunit 5 pseudogene 2
ENSG00000179627.10	112	108	164	111	120	123	ZBTB42	chr14	protein_coding	zinc finger and BTB domain containing 42
ENSG00000164440.15	0	0	1	0	0	0	TXLNB	chr6	protein_coding	taxilin beta
ENSG00000084463.8	1899	1670	2077	1989	1945	2074	WBP11	chr12	protein_coding	WW domain binding protein 11
ENSG00000139146.14	1306	1264	1504	839	841	972	SINHCAF	chr12	protein_coding	SIN3-HDAC complex associated factor
ENSG00000163016.10	0	0	4	8	2	5	ALMS1P1	chr2	transcribed_unprocessed_pseudogene	ALMS1 pseudogene 1
ENSG00000011007.12	765	816	954	1542	1519	1618	ELOA	chr1	protein_coding	elongin A
ENSG00000228716.7	1799	1661	2099	957	942	1104	DHFR	chr5	protein_coding	dihydrofolate reductase
ENSG00000277640.1	0	0	0	0	0	1	RP11-471M2.4	chr13	processed_pseudogene	--
ENSG00000173598.14	611	674	859	737	717	742	NUDT4	chr12	protein_coding	nudix hydrolase 4
ENSG00000185074.7	0	0	1	0	0	0	OR7E31P	chr9	unprocessed_pseudogene	olfactory receptor family 7 subfamily E member 31 pseudogene
ENSG00000249961.10	0	0	1	6	7	7	TERB1	chr16	protein_coding	telomere repeat binding bouquet formation protein 1
ENSG00000196081.10	5	1	4	0	0	0	ZNF724	chr19	protein_coding	zinc finger protein 724
ENSG00000267757.4	128	85	119	103	95	97	EML2-AS1	chr19	lncRNA	EML2 antisense RNA 1
ENSG00000156269.5	1	0	0	0	0	0	NAA11	chr4	protein_coding	N-alpha-acetyltransferase 11, NatA catalytic subunit
ENSG00000273387.1	2	2	6	17	11	9	RP3-412A9.16	chr22	lncRNA	--
ENSG00000234913.1	3	1	2	0	3	4	XXbac-B476C20.13	chr22	lncRNA	--
ENSG00000157601.15	52	35	40	41	29	23	MX1	chr21	protein_coding	MX dynamin like GTPase 1
ENSG00000228639.8	1	2	4	8	7	3	ROCR	chr17	lncRNA	regulator of chondrogenesis RNA
ENSG00000108599.15	811	751	968	1016	916	992	AKAP10	chr17	protein_coding	A-kinase anchoring protein 10
ENSG00000225405.3	0	0	0	1	0	0	RPS15AP17	chr4	processed_pseudogene	ribosomal protein S15a pseudogene 17
ENSG00000204301.6	5	4	10	6	10	4	NOTCH4	chr6	protein_coding	notch receptor 4
ENSG00000122644.13	1182	1067	1411	1277	1249	1274	ARL4A	chr7	protein_coding	ADP ribosylation factor like GTPase 4A
ENSG00000225094.3	0	1	0	2	0	0	SETP20	chr4	processed_pseudogene	SET pseudogene 20
ENSG00000101384.12	1424	1360	1809	2417	2384	2575	JAG1	chr20	protein_coding	jagged canonical Notch ligand 1
ENSG00000166171.13	643	553	722	358	366	379	DPCD	chr10	protein_coding	deleted in primary ciliary dyskinesia homolog (mouse)
ENSG00000173588.15	146	128	183	185	218	254	CEP83	chr12	protein_coding	centrosomal protein 83
ENSG00000204872.4	0	0	0	1	0	1	NAT8B	chr2	polymorphic_pseudogene	N-acetyltransferase 8B (putative, gene/pseudogene)
ENSG00000285745.1	0	0	0	1	0	0	RP11-571N1.1	chr4	processed_pseudogene	--
ENSG00000259275.4	0	5	3	2	2	0	RP11-522B15.3	chr15	lncRNA	--
ENSG00000172247.4	2	2	3	12	11	13	C1QTNF4	chr11	protein_coding	C1q and TNF related 4
ENSG00000273374.1	0	0	0	2	2	5	RP11-383I23.2	chr3	lncRNA	--
ENSG00000288675.1	19	15	27	41	34	21	PANO1	chr11	protein_coding	proapoptotic nucleolar protein 1
ENSG00000276651.1	7	3	3	3	4	7	AC007950.2	chr15	lncRNA	--
ENSG00000259642.2	80	75	117	153	177	151	ST20-AS1	chr15	lncRNA	ST20 antisense RNA 1
ENSG00000286809.1	0	0	0	1	3	2	CTD-2360A17.3	chr5	lncRNA	--
ENSG00000171700.14	219	214	297	398	395	363	RGS19	chr20	protein_coding	regulator of G protein signaling 19
ENSG00000177374.13	52	57	68	65	54	55	HIC1	chr17	protein_coding	HIC ZBTB transcriptional repressor 1
ENSG00000236337.1	0	0	0	1	0	0	FMR1-IT1	chrX	lncRNA	FMR1 intronic transcript 1
ENSG00000252636.1	0	0	0	0	0	2	RNU6-826P	chr17	snRNA	RNA, U6 small nuclear 826, pseudogene
ENSG00000207588.1	0	0	0	0	1	0	MIR593	chr7	miRNA	microRNA 593
ENSG00000138413.14	9149	7999	10633	8849	8041	8669	IDH1	chr2	protein_coding	isocitrate dehydrogenase (NADP(+)) 1
ENSG00000135318.12	389	331	427	1161	1132	1253	NT5E	chr6	protein_coding	5'-nucleotidase ecto
ENSG00000270110.2	0	0	0	2	0	0	RP5-1139B12.4	chr1	lncRNA	--
ENSG00000248626.1	0	1	1	0	1	0	GAPDHP40	chr5	processed_pseudogene	glyceraldehyde 3 phosphate dehydrogenase pseudogene 40
ENSG00000176984.6	1	0	0	0	1	0	AP000679.2	chr11	lncRNA	--
ENSG00000235912.1	1	0	0	0	0	0	RP1-159A19.3	chr1	processed_pseudogene	--
ENSG00000255173.1	8	4	11	8	9	7	AP003068.12	chr11	lncRNA	--
ENSG00000252034.1	1	0	0	0	0	0	RNY4P37	chr18	misc_RNA	RNY4 pseudogene 37
ENSG00000277229.1	0	0	0	0	1	0	RP11-355N15.3	chr15	lncRNA	--
ENSG00000261191.1	0	0	4	0	0	0	RP11-16L14.2	chr15	lncRNA	--
ENSG00000230257.5	2	1	2	3	0	0	NFE4	chr7	lncRNA	nuclear factor, erythroid 4
ENSG00000255482.1	0	0	0	2	0	7	RP11-315O6.2	chr11	lncRNA	--
ENSG00000251138.7	7	3	9	16	26	16	LINC02882	chr12	lncRNA	long intergenic non-protein coding RNA 2882
ENSG00000117399.14	5138	4689	6019	2854	2554	2447	CDC20	chr1	protein_coding	cell division cycle 20
ENSG00000185000.12	1261	1042	1382	1664	1601	1408	DGAT1	chr8	protein_coding	diacylglycerol O-acyltransferase 1
ENSG00000230415.1	1	1	2	5	10	4	LINC01786	chr1	lncRNA	long intergenic non-protein coding RNA 1786
ENSG00000254990.5	0	1	0	0	0	1	RP11-108O10.2	chr11	lncRNA	--
ENSG00000215414.4	2	4	2	0	0	0	PSMA6P1	chrY	processed_pseudogene	proteasome subunit alpha 6 pseudogene 1
ENSG00000136002.20	30	28	24	33	19	33	ARHGEF4	chr2	protein_coding	Rho guanine nucleotide exchange factor 4
ENSG00000236940.1	0	0	0	0	1	0	RP11-98D18.7	chr1	processed_pseudogene	--
ENSG00000126231.15	0	0	0	0	3	0	PROZ	chr13	protein_coding	protein Z, vitamin K dependent plasma glycoprotein
ENSG00000250244.5	0	0	0	0	1	0	CTB-49A3.4	chr5	lncRNA	--
ENSG00000147140.17	14698	13427	17173	12377	11913	12303	NONO	chrX	protein_coding	non-POU domain containing octamer binding
ENSG00000105726.17	1099	1161	1316	1487	1331	1393	ATP13A1	chr19	protein_coding	ATPase 13A1
ENSG00000131732.12	445	438	599	735	741	746	ZCCHC9	chr5	protein_coding	zinc finger CCHC-type containing 9
ENSG00000156689.7	2	1	6	0	4	2	GLYATL2	chr11	protein_coding	glycine-N-acyltransferase like 2
ENSG00000178977.3	8	10	16	24	11	17	LINC00324	chr17	lncRNA	long intergenic non-protein coding RNA 324
ENSG00000160049.12	1441	1257	1629	1509	1487	1565	DFFA	chr1	protein_coding	DNA fragmentation factor subunit alpha
ENSG00000163645.15	4	1	1	3	1	3	ERICH6	chr3	protein_coding	glutamate rich 6
ENSG00000259659.1	2	0	0	1	0	1	RP11-151N17.1	chr15	lncRNA	--
ENSG00000284738.1	11	6	18	25	19	22	RP11-422P24.13	chr1	lncRNA	--
ENSG00000269148.1	5	2	4	1	4	5	AC092301.3	chr19	lncRNA	--
ENSG00000258441.1	184	179	283	314	342	405	LINC00641	chr14	lncRNA	long intergenic non-protein coding RNA 641
ENSG00000126822.18	1530	1427	1745	1708	1655	1699	PLEKHG3	chr14	protein_coding	pleckstrin homology and RhoGEF domain containing G3
ENSG00000241472.7	41	33	49	67	52	68	PTPRG-AS1	chr3	lncRNA	PTPRG antisense RNA 1
ENSG00000205629.12	1060	855	1202	1077	970	981	LCMT1	chr16	protein_coding	leucine carboxyl methyltransferase 1
ENSG00000140511.12	154	141	187	92	77	85	HAPLN3	chr15	protein_coding	hyaluronan and proteoglycan link protein 3
ENSG00000140265.13	161	139	147	469	424	514	ZSCAN29	chr15	protein_coding	zinc finger and SCAN domain containing 29
ENSG00000287037.1	23	27	38	55	57	63	RP11-19B4.2	chr4	lncRNA	--
ENSG00000229117.9	34534	30619	40709	32763	28476	26460	RPL41	chr12	protein_coding	ribosomal protein L41
ENSG00000123700.5	38	42	63	222	253	235	KCNJ2	chr17	protein_coding	potassium inwardly rectifying channel subfamily J member 2
ENSG00000269813.1	0	3	0	1	3	2	CTD-3193O13.14	chr19	lncRNA	--
ENSG00000157181.16	528	564	598	698	706	740	ODR4	chr1	protein_coding	odr-4 GPCR localization factor homolog
ENSG00000182872.16	1223	1126	1450	1302	1097	1160	RBM10	chrX	protein_coding	RNA binding motif protein 10
ENSG00000133318.14	6196	5403	7274	8946	8404	8621	RTN3	chr11	protein_coding	reticulon 3
ENSG00000038427.16	1602	1506	2015	4457	4457	4824	VCAN	chr5	protein_coding	versican
ENSG00000197860.10	424	442	528	518	536	573	SGTB	chr5	protein_coding	small glutamine rich tetratricopeptide repeat co-chaperone beta
ENSG00000078900.15	2	2	5	7	10	4	TP73	chr1	protein_coding	tumor protein p73
ENSG00000260803.1	4	1	1	1	1	0	Z84812.4	chr16	lncRNA	--
ENSG00000268603.1	4	5	8	7	5	6	RP11-316O14.1	chr2	lncRNA	--
ENSG00000091542.9	4087	3791	5073	3549	3217	3513	ALKBH5	chr17	protein_coding	alkB homolog 5, RNA demethylase
ENSG00000100441.10	851	794	1103	1863	1808	1783	KHNYN	chr14	protein_coding	KH and NYN domain containing
ENSG00000267207.1	4	1	2	2	3	1	RP11-264B14.1	chr17	lncRNA	--
ENSG00000168135.4	0	2	3	1	2	4	KCNJ4	chr22	protein_coding	potassium inwardly rectifying channel subfamily J member 4
ENSG00000124713.6	2	4	1	4	7	10	GNMT	chr6	protein_coding	glycine N-methyltransferase
ENSG00000182473.22	2024	1768	2363	3322	2941	3244	EXOC7	chr17	protein_coding	exocyst complex component 7
ENSG00000269680.1	11	9	14	14	21	15	CTD-3128G10.6	chr19	lncRNA	--
ENSG00000258101.2	0	2	1	5	7	26	RP11-977B10.2	chr12	lncRNA	--
ENSG00000241720.2	2	6	0	2	2	0	RP4-735C1.4	chr1	lncRNA	--
ENSG00000207484.1	0	3	2	1	0	1	Y_RNA	chr15	misc_RNA	--
ENSG00000264078.1	0	0	0	0	0	1	RP11-73M7.9	chr1	lncRNA	--
ENSG00000157800.18	704	664	869	887	967	974	SLC37A3	chr7	protein_coding	solute carrier family 37 member 3
ENSG00000132259.13	0	1	1	3	4	1	CNGA4	chr11	protein_coding	cyclic nucleotide gated channel subunit alpha 4
ENSG00000113441.16	677	663	844	991	973	1033	LNPEP	chr5	protein_coding	leucyl and cystinyl aminopeptidase
ENSG00000075702.19	1314	1314	1626	1403	1337	1338	WDR62	chr19	protein_coding	WD repeat domain 62
ENSG00000176971.4	0	2	0	3	0	3	FIBIN	chr11	protein_coding	fin bud initiation factor homolog
ENSG00000198691.13	5	9	2	39	15	23	ABCA4	chr1	protein_coding	ATP binding cassette subfamily A member 4
ENSG00000116151.14	82	73	104	143	109	109	MORN1	chr1	protein_coding	MORN repeat containing 1
ENSG00000263080.1	1	1	9	11	7	10	RP11-485G7.5	chr16	lncRNA	--
ENSG00000279943.1	2	1	0	3	2	1	FLJ38576	chr4	TEC	--
ENSG00000143878.10	2974	2619	3610	7078	6583	6619	RHOB	chr2	protein_coding	ras homolog family member B
ENSG00000135018.14	3553	3419	4246	2191	1969	2261	UBQLN1	chr9	protein_coding	ubiquilin 1
ENSG00000145979.18	1353	1130	1454	556	426	398	TBC1D7	chr6	protein_coding	TBC1 domain family member 7
ENSG00000261812.6	1	0	0	2	0	1	TUBB8P7	chr16	transcribed_unprocessed_pseudogene	tubulin beta 8 class VIII pseudogene 7
ENSG00000112164.6	0	1	0	0	0	0	GLP1R	chr6	protein_coding	glucagon like peptide 1 receptor
ENSG00000283162.1	2	5	11	8	13	16	RP11-403F21.4	chr9	transcribed_unprocessed_pseudogene	--
ENSG00000272909.1	114	87	114	57	92	78	CTD-2555O16.4	chr14	lncRNA	--
ENSG00000272609.1	0	0	0	0	1	0	RP11-461M2.2	chr3	lncRNA	--
ENSG00000138777.20	1819	1534	2126	2298	2241	2214	PPA2	chr4	protein_coding	inorganic pyrophosphatase 2
ENSG00000151131.11	672	561	731	639	556	580	C12orf45	chr12	protein_coding	--
ENSG00000236313.1	0	1	0	1	0	7	VN1R53P	chr10	processed_pseudogene	vomeronasal 1 receptor 53 pseudogene
ENSG00000236051.7	1	0	3	2	4	1	MYCBP2-AS1	chr13	lncRNA	MYCBP2 antisense RNA 1
ENSG00000202314.1	1	1	3	2	2	5	SNORD6	chr11	snoRNA	small nucleolar RNA, C/D box 6
ENSG00000115850.10	0	2	0	0	4	2	LCT	chr2	protein_coding	lactase
ENSG00000237637.1	0	1	2	1	1	4	FRY-AS1	chr13	lncRNA	FRY antisense RNA 1
ENSG00000249590.7	1825	1543	2019	1052	943	923	RP4-539M6.19	chr22	protein_coding	--
ENSG00000283973.2	0	2	0	1	2	1	RP5-848E13.4	chr1	lncRNA	--
ENSG00000241213.2	0	0	0	0	1	2	LINC02024	chr3	lncRNA	long intergenic non-protein coding RNA 2024
ENSG00000071205.12	304	309	366	318	290	292	ARHGAP10	chr4	protein_coding	Rho GTPase activating protein 10
ENSG00000231920.1	3	5	13	12	12	19	NEBL-AS1	chr10	lncRNA	NEBL antisense RNA 1
ENSG00000277702.1	12	10	12	12	4	14	CH17-13I23.3	chr1	unprocessed_pseudogene	--
ENSG00000287695.1	1	0	1	0	0	0	CTB-157D17.2	chr5	lncRNA	--
ENSG00000089050.16	1054	1067	1333	1241	1127	1184	RBBP9	chr20	protein_coding	RB binding protein 9, serine hydrolase
ENSG00000173890.17	111	110	137	108	100	106	GPR160	chr3	protein_coding	G protein-coupled receptor 160
ENSG00000234460.2	72	68	102	88	79	84	XXyac-YM21GA2.4	chr9	transcribed_unprocessed_pseudogene	--
ENSG00000104818.15	0	1	0	0	0	0	CGB2	chr19	protein_coding	chorionic gonadotropin subunit beta 2
ENSG00000103269.14	16	17	20	59	37	49	RHBDL1	chr16	protein_coding	rhomboid like 1
ENSG00000269386.5	56	35	52	74	77	68	RAB11B-AS1	chr19	lncRNA	RAB11B antisense RNA 1
ENSG00000148334.16	2748	2421	3098	1851	1449	1457	PTGES2	chr9	protein_coding	prostaglandin E synthase 2
ENSG00000230732.4	0	2	2	3	0	5	AC127904.2	chr3	lncRNA	--
ENSG00000171051.9	2	0	0	0	0	0	FPR1	chr19	protein_coding	formyl peptide receptor 1
ENSG00000234807.7	9	5	11	8	3	5	LINC01135	chr1	lncRNA	long intergenic non-protein coding RNA 1135
ENSG00000181274.7	130	141	163	544	565	525	FRAT2	chr10	protein_coding	FRAT regulator of WNT signaling pathway 2
ENSG00000187189.11	125	128	146	176	160	188	TSPYL4	chr6	protein_coding	TSPY like 4
ENSG00000115009.13	9	6	14	13	6	17	CCL20	chr2	protein_coding	C-C motif chemokine ligand 20
ENSG00000286223.1	253	204	311	173	256	245	RP11-686O6.3	chr2	lncRNA	--
ENSG00000069424.15	1591	1608	2122	1610	1673	1680	KCNAB2	chr1	protein_coding	potassium voltage-gated channel subfamily A regulatory beta subunit 2
ENSG00000057935.14	1127	1057	1354	1787	1570	1705	MTA3	chr2	protein_coding	metastasis associated 1 family member 3
ENSG00000118515.12	415	317	460	487	443	423	SGK1	chr6	protein_coding	serum/glucocorticoid regulated kinase 1
ENSG00000215252.12	319	335	520	1777	1611	1738	GOLGA8B	chr15	protein_coding	golgin A8 family member B
ENSG00000185043.12	3980	3585	4654	3552	3136	2962	CIB1	chr15	protein_coding	calcium and integrin binding 1
ENSG00000198034.11	50665	45842	58894	46191	42964	42923	RPS4X	chrX	protein_coding	ribosomal protein S4 X-linked
ENSG00000061794.13	3468	3117	4120	3266	3113	3205	MRPS35	chr12	protein_coding	mitochondrial ribosomal protein S35
ENSG00000260197.1	4	2	10	9	13	9	RP11-424G14.1	chrY	lncRNA	--
ENSG00000141349.9	2436	2158	2994	2373	2049	1974	G6PC3	chr17	protein_coding	glucose-6-phosphatase catalytic subunit 3
ENSG00000165171.11	201	159	221	146	153	163	METTL27	chr7	protein_coding	methyltransferase like 27
ENSG00000107014.9	7	15	11	25	23	14	RLN2	chr9	protein_coding	relaxin 2
ENSG00000286913.1	1	0	4	8	6	6	RP11-564C24.2	chr3	lncRNA	--
ENSG00000255100.1	19	18	26	40	20	32	RP11-21L23.3	chr11	lncRNA	--
ENSG00000154025.16	37	27	51	29	47	35	SLC5A10	chr17	protein_coding	solute carrier family 5 member 10
ENSG00000234773.7	0	0	0	0	0	2	CTD-2666L21.1	chr19	transcribed_unprocessed_pseudogene	--
ENSG00000159792.10	776	725	824	844	746	736	PSKH1	chr16	protein_coding	protein serine kinase H1
ENSG00000005961.19	33	20	34	33	35	32	ITGA2B	chr17	protein_coding	integrin subunit alpha 2b
ENSG00000101752.12	587	571	706	811	790	878	MIB1	chr18	protein_coding	MIB E3 ubiquitin protein ligase 1
ENSG00000288349.1	1	0	0	0	0	0	RP11-589F5.3	chr5	processed_pseudogene	--
ENSG00000126756.12	1931	1783	2324	1693	1485	1462	UXT	chrX	protein_coding	ubiquitously expressed prefoldin like chaperone
ENSG00000185947.15	123	125	185	258	220	255	ZNF267	chr16	protein_coding	zinc finger protein 267
ENSG00000164070.12	766	689	790	718	727	757	HSPA4L	chr4	protein_coding	heat shock protein family A (Hsp70) member 4 like
ENSG00000184983.11	3196	2904	3838	2917	2721	2623	NDUFA6	chr22	protein_coding	NADH:ubiquinone oxidoreductase subunit A6
ENSG00000235123.5	0	0	0	1	1	1	DSCAM-AS1	chr21	lncRNA	DSCAM antisense RNA 1
ENSG00000274848.1	0	0	0	0	0	4	Metazoa_SRP	chr16	misc_RNA	--
ENSG00000184371.14	843	773	864	997	905	1072	CSF1	chr1	protein_coding	colony stimulating factor 1
ENSG00000198468.9	74	55	82	107	76	76	FLVCR1-DT	chr1	lncRNA	FLVCR1 divergent transcript
ENSG00000160201.12	91	82	140	98	69	102	U2AF1	chr21	protein_coding	U2 small nuclear RNA auxiliary factor 1
ENSG00000234984.1	0	0	0	0	0	2	FMO10P	chr1	unprocessed_pseudogene	flavin containing dimethylaniline monoxygenase 10, pseudogene
ENSG00000162592.10	1	0	0	0	0	1	CCDC27	chr1	protein_coding	coiled-coil domain containing 27
ENSG00000125482.13	259	219	319	254	243	243	TTF1	chr9	protein_coding	transcription termination factor 1
ENSG00000251254.1	0	1	0	0	0	0	GTF2F2P1	chr4	processed_pseudogene	general transcription factor IIF subunit 2 pseudogene 1
ENSG00000130193.8	1944	1629	2334	1891	1580	1606	THEM6	chr8	protein_coding	thioesterase superfamily member 6
ENSG00000241357.1	36	31	36	27	19	22	RP11-758P17.2	chr7	lncRNA	--
ENSG00000143815.15	2535	2213	3080	2198	2143	2295	LBR	chr1	protein_coding	lamin B receptor
ENSG00000135617.4	722	575	812	666	665	582	PRADC1	chr2	protein_coding	protease associated domain containing 1
ENSG00000277589.1	0	4	8	6	4	7	RP11-333J10.3	chr17	lncRNA	--
ENSG00000178860.9	812	760	1000	1219	1050	1124	MSC	chr8	protein_coding	musculin
ENSG00000273416.1	3	2	10	4	10	3	RP4-597N16.4	chr1	lncRNA	--
ENSG00000136160.17	0	0	3	0	0	0	EDNRB	chr13	protein_coding	endothelin receptor type B
ENSG00000239627.3	0	0	0	0	0	3	RPL12P20	chr4	processed_pseudogene	ribosomal protein L12 pseudogene 20
ENSG00000247498.10	53	33	51	106	101	106	GPRC5D-AS1	chr12	lncRNA	GPRC5D and HEBP1 antisense RNA 1
ENSG00000264859.6	1	6	2	6	6	3	DSG2-AS1	chr18	lncRNA	DSG2 antisense RNA 1
ENSG00000283463.2	5	2	4	1	0	0	HSFX4	chrX	protein_coding	heat shock transcription factor family, X-linked member 4
ENSG00000184564.11	5	9	11	26	11	25	SLITRK6	chr13	protein_coding	SLIT and NTRK like family member 6
ENSG00000245532.9	3535	3877	5662	18023	17085	18036	NEAT1	chr11	lncRNA	nuclear paraspeckle assembly transcript 1
ENSG00000180914.11	232	216	281	229	261	238	OXTR	chr3	protein_coding	oxytocin receptor
ENSG00000151303.11	0	0	0	0	0	1	RP11-96C23.13	chr10	lncRNA	--
ENSG00000184056.15	121	126	134	160	177	147	VPS33B	chr15	protein_coding	VPS33B late endosome and lysosome associated
ENSG00000164411.12	0	1	0	0	0	0	GJB7	chr6	protein_coding	gap junction protein beta 7
ENSG00000072840.13	268	214	252	221	205	233	EVC	chr4	protein_coding	EvC ciliary complex subunit 1
ENSG00000260723.1	0	0	1	0	0	0	RP11-165M1.2	chr16	lncRNA	--
ENSG00000226085.3	146	112	155	125	128	122	UQCRFS1P1	chr22	processed_pseudogene	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1
ENSG00000275379.2	2	4	2	0	1	6	H3C11	chr6	protein_coding	H3 clustered histone 11
ENSG00000070756.17	24936	23214	29546	32427	30781	32590	PABPC1	chr8	protein_coding	poly(A) binding protein cytoplasmic 1
ENSG00000234771.3	120	121	192	438	426	434	SLC25A25-AS1	chr9	lncRNA	SLC25A25 antisense RNA 1
ENSG00000118162.14	760	571	979	654	639	686	KPTN	chr19	protein_coding	kaptin, actin binding protein
ENSG00000273186.1	10	4	5	4	3	2	RP11-339B21.10	chr9	lncRNA	--
ENSG00000114021.12	2282	2155	2857	2746	2642	2708	NIT2	chr3	protein_coding	nitrilase family member 2
ENSG00000170145.5	307	261	426	257	259	260	SIK2	chr11	protein_coding	salt inducible kinase 2
ENSG00000107242.20	3	0	0	0	0	0	PIP5K1B	chr9	protein_coding	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
ENSG00000119714.11	2	0	0	4	2	1	GPR68	chr14	protein_coding	G protein-coupled receptor 68
ENSG00000200769.1	0	0	0	1	0	1	Y_RNA	chr7	misc_RNA	--
ENSG00000229605.5	4	9	9	15	7	5	RPL21P93	chr10	processed_pseudogene	ribosomal protein L21 pseudogene 93
ENSG00000245248.8	39	50	60	40	34	50	USP2-AS1	chr11	lncRNA	USP2 antisense RNA 1 (head to head)
ENSG00000153037.15	352	358	492	634	598	643	SRP19	chr5	protein_coding	signal recognition particle 19
ENSG00000049540.18	58	40	62	32	26	24	ELN	chr7	protein_coding	elastin
ENSG00000177200.18	556	563	665	954	1002	1131	CHD9	chr16	protein_coding	chromodomain helicase DNA binding protein 9
ENSG00000087266.17	312	314	385	450	394	437	SH3BP2	chr4	protein_coding	SH3 domain binding protein 2
